pc_code,pc_description,unit,country_code,country_name,quantity,value
99,Other Commodities,Na,599,Unspecified,NA,7349.906819
99,Other Commodities,Na,1213,Kenya,NA,2.375354
99,Other Commodities,Na,1395,Tanzania Rep,NA,4.78865
99,Other Commodities,Na,1417,Uganda,NA,0.048373
99,Other Commodities,Na,2035,Benin,NA,3.358105
99,Other Commodities,Na,2050,Burkina Faso,NA,0.000057
99,Other Commodities,Na,2057,Cameroon,NA,2.609098
99,Other Commodities,Na,2067,C Afri Rep,NA,0.000117
99,Other Commodities,Na,2069,Chad,NA,1.420328
99,Other Commodities,Na,2087,Congo P Rep,NA,2.776202
99,Other Commodities,Na,2141,Gabon,NA,0.029244
99,Other Commodities,Na,2199,Cote D' Ivoire,NA,1.242635
99,Other Commodities,Na,2241,Madagascar,NA,11.026849
99,Other Commodities,Na,2255,Mauritania,NA,2.299089
99,Other Commodities,Na,2257,Mauritius,NA,0.131947
99,Other Commodities,Na,2289,Niger,NA,0.000025
99,Other Commodities,Na,2345,Rwanda,NA,0.013654
99,Other Commodities,Na,2353,Senegal,NA,2.705752
99,Other Commodities,Na,2399,Togo,NA,3.074932
99,Other Commodities,Na,2459,Congo D. Rep.,NA,6.068314
99,Other Commodities,Na,3011,Angola,NA,0.754849
99,Other Commodities,Na,3041,Botswana,NA,0.000605
99,Other Commodities,Na,3063,Cape Verde Is,NA,0.166027
99,Other Commodities,Na,3115,Ethiopia,NA,1.425165
99,Other Commodities,Na,3143,Gambia,NA,0.907694
99,Other Commodities,Na,3149,Ghana,NA,0.959024
99,Other Commodities,Na,3167,Guinea,NA,3.371478
99,Other Commodities,Na,3169,Guinea Bissau,NA,0.152243
99,Other Commodities,Na,3227,Lesotho,NA,0.000001
99,Other Commodities,Na,3229,Liberia,NA,0.811062
99,Other Commodities,Na,3243,Malawi,NA,0.012896
99,Other Commodities,Na,3249,Mali,NA,2.001483
99,Other Commodities,Na,3267,Mozambique,NA,0.939343
99,Other Commodities,Na,3269,Namibia,NA,1.208535
99,Other Commodities,Na,3291,Nigeria,NA,2.948338
99,Other Commodities,Na,3339,Reunion,NA,0.067698
99,Other Commodities,Na,3357,Sierra Leone,NA,1.113365
99,Other Commodities,Na,3363,Somalia,NA,0.324948
99,Other Commodities,Na,3385,Swaziland,NA,0.118578
99,Other Commodities,Na,3461,Zambia,NA,0.07941
99,Other Commodities,Na,4005,Algeria,NA,0.021565
99,Other Commodities,Na,4111,Egypt A Rp,NA,2.509568
